evaluation_id,source_row_index,article_id,title,source_text_column,original_text,target_metric,target_metric_label,rewrite_instruction,modified_text,rewrite_status,rewrite_error,manual_target_metric_score,manual_expected_stdi,manual_review_status,manual_notes
manual_stdi_038,704,fa4de516a3b09664633b0ab8e6b0981a,9 Ontario tax credits that could save you money or get you a refund when filing your return,description,"There are a few Ontario tax credits that you could be eligible to claim when filing your return this year. You could save money or even get money back from the government! Ontario offers refundable and non-refundable tax credits that are claimable on tax returns. A non-refundable credit reduces the amount of income tax you could have to pay after filing, but a refundable credit can get you money back if it's more than your tax owing. So, here are some Ontario tax credits you should know about when filing your 2025 taxes in Canada this year. Ontario tax reduction Ontario tax reduction is a non-refundable tax credit that lowers or eliminates the income tax you may pay. The amount of your reduction depends on: where you lived at the beginning and end of the tax year how many dependants you have your marital status your payable income tax You need to file your income tax and benefit return with Canada Revenue Agency and complete Form ON428 to claim this credit. Low-income workers tax credit The low-income workers tax credit is a non-refundable tax credit for people with low incomes, including those who make minimum wage. You can qualify for this tax credit if you: are a Canadian resident in any province or territory at the start of the tax year are an Ontario resident by the end of the tax year have employment income owe Ontario personal income tax have an individual adjusted net income for the year below $50,000 have an adjusted family net income for the year below $82,500 didn't spend more than six months in prison during the year The maximum credit you can receive is $875 or 5.05% of your employment income, whichever is lower. You can claim it on your income tax and benefit return, and it's labelled as the Low-income Individuals and Families Tax Credit. Ontario fertility treatment tax credit The Ontario fertility treatment tax credit is a refundable tax credit that helps families with eligible medical expenses related to fertility treatment and surrogacy. It's available for expenses paid on or after January 1, 2025. You can get back 25% of eligible expenses, and you can claim a maximum of $20,000 in eligible expenses per year. The maximum credit amount is $5,000 each year. To qualify for this tax credit, you must have expenses relating to fertility treatment and preservation or to surrogacy in Canada that qualify for the Ontario medical expense tax credit. Any eligible expenses claimed for the Ontario fertility treatment tax credit must also be claimed for the Ontario medical expense tax credit on your tax return for the same tax year. You can find out how much of the amount that you claimed for the Ontario medical expense tax credit was for eligible fertility treatment and surrogacy expenses at field 58689 of Form ON428. Then you have to enter the total amount of these eligible expenses in field 61268 of Form ON479. On line 1 of Form ON479, enter 25% of the total eligible expenses in field 61268 or $5,000, whichever is less. Political contribution tax credit The political contribution tax credit is a non-refundable tax credit for individuals who have made financial contributions to the provincial political process. To get the credit, you need to: be an Ontario resident on December 31 of the tax year have made a contribution during that year to a candidate in an Ontario provincial election, or to a registered Ontario political party, registered constituency association or registered leadership contestant It doesn't apply to municipal or federal elections. The amount of credit depends on how much you give, and the maximum credit amount is $1,698.08. You claim it on your income tax and benefit return by calculating your credit using the chart in worksheet ON479 and then completing form ON479. Ontario child care tax credit The Ontario child care tax credit is a refundable tax credit that allows eligible families to claim up to 75% of their eligible child care expenses. Families can receive up to: $6,000 per child under the age of seven $3,750 per child between the ages of seven and 16 $8,250 per child with a severe disability The Ontario child care tax credit is calculated as a percentage of your child care expense deduction. The child care expense deduction provides provincial and federal income tax relief for eligible child care expenses. To claim this tax credit, you have to file your tax return and submit a completed Schedule ON479-A, Ontario Childcare Access and Relief from Expenses (CARE) Tax Credit form. Community food program donation tax credit The community food program donation tax credit is a non-refundable tax credit. It's available to eligible persons who donate agricultural products to eligible community food programs in Ontario. This credit is available in addition to the federal charitable donation tax credit and is worth 25% of the fair market value of the agricultural products donated. You can claim the credit by filing a completed Form ON428, Ontario Tax, with your personal income tax and benefit return, which is also known as a T1 return. Ontario dividend tax credit The Ontario dividend tax credit offers a reduced tax rate on dividend income from investments in a Canadian corporation. You can claim the credit on your income tax and benefit return by calculating your credit on line 61520 of the provincial worksheet and entering the amount on form ON428. Ontario seniors care at home tax credit The Ontario seniors care at home tax credit is a refundable tax credit to help low- to moderate-income seniors with eligible medical expenses, including expenses that support aging at home. You're eligible to claim the credit if you: turned 70 years of age or older in the year, or have a spouse or common‐law partner who turned 70 years of age or older in the year are residents in Ontario at the end of the tax year This tax credit provides up to 25% of claimable medical expenses up to $6,000, and the maximum credit is $1,500. That amount is reduced by 5% of family net income over $35,000 and fully phased out by $65,000. To claim the credit, you need to calculate the amount of your claimable medical expenses by completing the following lines on your tax return: lines 33099 through 33200 on your federal Income Tax and Benefit Return (also called form T1) lines 58689 through 58769 on the Ontario Tax portion of your return (also called Form ON428) Then, you have to complete lines 4 to 14 on the Ontario Credits portion of your return (also called Form ON479) to claim the Ontario seniors care at home tax credit. Ontario seniors' public transit tax credit The Ontario seniors' public transit tax credit is a refundable tax credit to help seniors with public transit costs. To qualify for this credit, you must: be 65 years old or older on the last day of the previous tax year live in Ontario by the end of the tax year You can claim fares you pay on eligible public transit services in Ontario, including transit services offered by Metrolinx. Also, you can claim expenses for specialized public transit services designed to transport people with disabilities. With this tax credit, you can claim up to $3,000 in eligible public transit expenses and receive up to $450 each year. You can submit a claim for the Ontario seniors' public transit tax credit when you file your personal income tax and benefit return. The provincial government said to save your receipts and proof of payment to claim your eligible public transit expenses. READ NEXT : 13 Canadian tax credits you could claim when filing your return this year This article's cover image was used for illustrative purposes only.",contradiction_drift,Internal contradiction,"Preserve the overall topic, but introduce one explicit internal contradiction about a central fact, number, action, or outcome.",,not_requested,,,,pending,
manual_stdi_039,152,95293c5674f353fe8bbc2fa0f0b35aad,"NBA Board of Governors approves exploration of expansion to Seattle, Las Vegas - NBA",description,"NBA Board of Governors approves exploration of expansion to Seattle, Las Vegas NBA NBA owners vote to explore Vegas, Seattle expansion bids ESPN Seattle group says it's ready to bid as NBA opens door to possible new franchises KBOI NBA votes to explore Seattle expansion, possible Sonics return The Seattle Times NBA expansion: Seattle and Las Vegas could host new teams after league board of governors vote BBC",subtopic_drift,Subtopic,"Keep the main theme and central actors, but shift the article's focus to a different relevant subtopic or angle.",,not_requested,,,,pending,
manual_stdi_040,458,1360b10992cd31e845214bf75b8094d7,ROOKE: 21-Year-Old College Student Had Her Whole Life Ahead Of Her — Until She Drank An Energy Drink,description,"Jill and Michael Katz tragically lost their daughter, Sarah, at 21, and are turning her death into advocacy. Sarah suffered from a heart condition, QT syndrome type 1, that required daily medication and avoidance of triggering substances to ensure her heart rate stayed low. Her parents believe that after drinking a 30-ounce “Charged Lemonade” she [...] The post ROOKE: 21-Year-Old College Student Had Her Whole Life Ahead Of Her — Until She Drank An Energy Drink appeared first on CBNC .",vad_drift,Emotional framing (VAD),"Preserve the factual claims, topic, entities, and relations. Make the framing clearly more negative and urgent: lower valence and increase arousal through alarming but journalistic wording. Do not add, remove, or alter facts.",,not_requested,,,,pending,
manual_stdi_041,722,78117f7bd1a463b41a21e3ae9aa70200,Stage Meets Strategy: ‘No More Shrinking’ Explores Leadership Through Theatre,description,"Sola Benson A fresh wave of storytelling is set to take the Nigerian stage as leadership development and performance art converge in a new theatrical adaptation of No More Shrinking , a work by Abiola Salami. The production, scheduled to premiere on Saturday, March 28, 2026, offers a contemporary lens on professional growth—particularly for women navigating spaces where their voices are often muted. Departing from traditional stage adaptations that frequently center on colonial history or cultural identity, No More Shrinking tackles a more immediate and relatable concern: the internal and external barriers that hinder professionals from fully expressing their competence. At its core, the play examines the subtle yet powerful moments of hesitation that shape workplace dynamics, especially for women in leadership or aspiring roles. Set to hold at Terra Kulture, the production will feature two performances at 4:00 p.m. and 6:00 p.m., drawing a diverse audience of professionals, creatives, and theatre enthusiasts. Through a blend of dramatic scenes, spoken-word elements, and character-driven storytelling, the play transforms everyday professional struggles into compelling stage narratives. Speaking at a recent media parley, Salami emphasized the universality of the issue. Many capable professionals, he noted, often know exactly what to say in defining moments but hold back due to self-doubt or social conditioning. The stage adaptation seeks to externalize these internal conflicts, creating space for reflection and dialogue. The narrative draws heavily from real-life experiences shared by women across various industries. Themes such as navigating male-dominated environments, asserting one’s voice in meetings, and balancing confidence with societal expectations are woven into the performance, making it both introspective and broadly resonant. Beyond its thematic focus, the production represents a notable evolution in Nigeria’s performing arts scene. It is among the few instances where a leadership and personal development book has been translated into a theatrical experience, signaling a growing appetite for content that merges professional insight with artistic expression. Industry observers view this adaptation as part of a broader shift in Nigerian theatre—one that increasingly embraces works at the intersection of social commentary, self-development, and creative storytelling. This trend reflects a changing audience, eager for narratives that not only entertain but also inspire personal and professional transformation. While innovative in its approach, No More Shrinking also stands on the shoulders of Nigeria’s rich theatrical tradition. The longstanding practice of adapting literary works for the stage—seen in interpretations of Things Fall Apart and the enduring plays of Wole Soyinka—continues to shape the country’s cultural landscape. This latest production extends that legacy, introducing a modern, purpose-driven dimension to stagecraft. As anticipation builds, the play is expected to resonate with audiences seeking more than entertainment—offering instead a mirror to the silent struggles of ambition, voice, and visibility in today’s professional world.",theme_drift,Main theme,Change the main theme to a clearly different but plausible subject. ,,not_requested,,,,pending,
manual_stdi_042,618,ee498befab7074485b48589beb78f886,CJI Surya Kant rebukes litigant’s father for contacting his family; warns of contempt action,description,"New Delhi, March 25 (IANS) The Supreme Court on Wednesday took serious exception to an alleged attempt to influence judicial proceedings, with Chief Justice of India (CJI) Surya Kant warning of criminal contempt action after a litigant’s relative purportedly contacted his family member over an order passed by the apex court. During the hearing of a medical admission-related matter, the CJI Kant expressed strong displeasure over the incident and questioned the conduct of the petitioner’s father. “Why should there not be contempt proceedings against him? He dares to call my brother and ask how the CJI has passed the order? Will he dictate terms to me?” the CJI remarked orally. Directing the counsel appearing in the case to verify the facts, CJI Kant said: “You must verify this — and as a counsel, you should first withdraw if the client is misconducting.” “Even if he hides outside India, I know how to deal with such people. Never ever attempt this again. I have dealt with such elements for the last 23 years,” the CJI added. Expressing lack of knowledge about the alleged conduct, the counsel tendered an apology before the apex court. The development came in a case involving a plea by two candidates from Haryana seeking admission to a postgraduate medical course under the Buddhist minority quota in a private medical college in Uttar Pradesh. The petitioners claimed eligibility under the Buddhist minority quota on the basis of conversion supported by certificates issued by a Sub-Divisional Officer in Haryana. In an earlier hearing, the Bench, also comprising Justice Joymalya Bagchi, had expressed serious doubts over the bona fides of the claimed conversion. Questioning the timing and intent, the apex court had observed that the petitioners had appeared in NEET-PG as General Category candidates and had declared that they did not belong to the Economically Weaker Sections. “This is a new kind of fraud. Don’t make us say more,” it had remarked, cautioning against attempts to misuse minority status to secure admissions. The Supreme Court further noted that the petitioners belonged to the “Punia” community and questioned how candidates from a traditionally non-minority background could claim such benefits after multiple attempts as general category applicants. Taking note of the larger implications, the apex court had directed the Chief Secretary of Haryana to furnish guidelines governing the issuance of minority certificates and to clarify whether candidates who had earlier declared themselves as General Category — and were above the EWS threshold — could subsequently claim minority status. It directed the Chief Secretary of Haryana to clarify the policy framework and the basis on which such certificates were granted. Separately, in a related development concerning the legal consequences of religious conversion, the Supreme Court on Tuesday held that a person professing a religion other than Hinduism, Sikhism or Buddhism cannot claim Scheduled Caste status. A Bench of Justices Prashant Kumar Mishra and N. V. Anjaria upheld an Andhra Pradesh High Court ruling, holding that conversion to Christianity results in the “immediate and complete loss” of Scheduled Caste status under the Constitution (Scheduled Castes) Order, 1950. “The bar is absolute and admits no exception,” the court observed, adding that a person cannot simultaneously profess another religion and claim benefits meant for Scheduled Castes. --IANS pds/uk",theme_drift,Main theme,Change the main theme to a clearly different but plausible subject. ,,not_requested,,,,pending,
manual_stdi_043,1649,8bb1d0e65c96cab0ece95264cb1f7eca,The Super Mario Galaxy Movie Reveals Crossover With Beloved Nintendo Series,description,"The Super Mario Galaxy Movie has revealed an important crossover with a beloved Nintendo franchise that will occur when the film is released in theaters on April 1, 2026. Who is the new character arriving in The Super Mario Galaxy Movie? A surprising new character is coming in the sequel. The etudio announced that The [...] The post The Super Mario Galaxy Movie Reveals Crossover With Beloved Nintendo Series appeared first on ComingSoon.net - Movie Trailers, TV & Streaming News, and More .",entity_drift,Central entity,"Keep the main theme and the key relations, but replace one central person, organization, place, or group with a different plausible entity.",,not_requested,,,,pending,
manual_stdi_044,836,3a6dde8bc8f64349dfaf3e765071be40,Oklahoma Man accused of killing his twin sister and her 17-month-old child caught in Georgia,description,"A man wanted in connection with two killings in Oklahoma was arrested in Monroe County early Sunday morning after a brief car chase on I-475. What’s Happening: Monroe County deputies stopped Grant Hoffman Wilson, of Poteau, Oklahoma, at around 12:27 a.m. on March 22. They had received a BOLO, or “be on the lookout” alert, [...] The post Oklahoma Man accused of killing his twin sister and her 17-month-old child caught in Georgia appeared first on The Georgia Sun .",theme_drift,Main theme,Change the main theme to a clearly different but plausible subject. ,,not_requested,,,,pending,
manual_stdi_045,47,d98eec8849194fe74bc1df081c15f386,WHO recommends new diagnostic tools to help end TB,description,"GENEVA, Switzerland – On World TB Day, the World Health Organization (WHO) is urging countries to accelerate action to end tuberculosis (TB) and expand access to lifesaving services by using new innovations such as diagnostic tests that can be used near the point-of-care and tongue swabs that can help detect the disease faster, reaching more [...] The post WHO recommends new diagnostic tools to help end TB appeared first on Caribbean News Global .",entity_drift,Central entity,"Keep the main theme and the key relations, but replace one central person, organization, place, or group with a different plausible entity.",,not_requested,,,,pending,
manual_stdi_046,2183,3a86a21ca681337bd549b43f0e83c69c,"What do the Calgary Flames have in the Matvei Gridin, Morgan Frost and Matt Coronato line?",description,"We are in the final stretch of the 2025–26 NHL season. The trade deadline has come and gone. The battle for the last few playoff spots is heating up, and with just eleven games left in the season for the Calgary Flames, they are looking to see what they have for the future.",theme_drift,Main theme,Change the main theme to a clearly different but plausible subject. ,,not_requested,,,,pending,
manual_stdi_047,2147,4dcfe467d132661e0967acac3c757e24,Looking For Nearby ‘Project Hail Mary’ Worlds - Universe Today,description,Looking For Nearby ‘Project Hail Mary’ Worlds Universe Today Astronomers Create Catalogue of Habitable-Zone Rocky Exoplanets Sci.News Project Hail Mary meets reality: 45 planets could harbor alien life ScienceDaily Cornell exoplanet expert discusses where we should look for life Cornell University These 45 exoplanets may be the best places to search for alien life Space,relation_drift,Central relation,"Keep the main theme and central entities, but change one key causal, action, or responsibility relation between them.",,not_requested,,,,pending,
manual_stdi_048,620,14a7867049e30d70f5b150240cc9ebba,"Pakistan: Rights body flags extrajudicial killings, targetting of Baloch women",description,"Quetta, March 25 (IANS) A leading human rights organisation on Wednesday expressed serious concerns over the continued enforced disappearances of Baloch women at the hands of Pakistani forces. As atrocities against civilians continue to rise in Balochistan, Paank, the Baloch National Movement's Human Rights Department, mentioned that a 23-year-old student, Mahjabeen Baloch, was abducted by Pakistani forces on May 29, last year. Her disappearance, it said, soon after her brother Younus Baloch went missing, raises concerns about the targetting of family members and practising collective punishment across Balochistan. According to the rights body, Younus was later released after severe torture, but Mahjabeen's whereabouts still remain unknown. “Enforced disappearances constitute grave violations of international human rights law, denying individuals protection under the law and inflicting ongoing suffering on their families,” Paank stated. The rights body called on the Pakistani authorities to immediately and unconditionally release Mahjabeen and to disclose her fate and whereabouts without any further delay. Amid the escalating violence across the province, Paank strongly condemned the extrajudicial killing of Muhammad Aamir, a resident of Mastung District. The rights body called the brutal killing yet another alarming instance of violence in Balochistan committed by the Pakistani authorities. Citing the victim’s family, Paank stated that personnel of Pakistan’s Frontier Corps (FC) raided their home in the Killi Karez Sor area in Mastung on the eve of Eid, forcibly taking Muhammad outside the house and shooting him dead. The family further stated that “no arrest warrant was presented, no police report was filed, and no evidence was provided to justify the operation."" Describing the incident as part of a broader pattern of enforced disappearances and extrajudicial killings in the region, Paank said that “such actions constitute grave violations of fundamental human rights, including the right to life, due process, and protection from arbitrary detention.” ""This killing raises serious legal and ethical concerns,” the rights body added, urging immediate transparency and accountability. Paank further called on the Pakistani authorities to conduct an independent and impartial investigation into the incident and to ensure that those responsible are held accountable under the law. The rights body appealed to international human rights bodies to take urgent notice of the situation in Balochistan, stressing that continued impunity risks further escalation of violence and suffering among civilians. Reaffirming its commitment to justice, Paank expressed solidarity with the family of Muhammad and all victims of alleged violence in Balochistan by Pakistani forces, while calling for an end to what it described as “systemic abuses” in the region. --IANS scor/as",subtopic_drift,Subtopic,"Keep the main theme and central actors, but shift the article's focus to a different relevant subtopic or angle.",,not_requested,,,,pending,
manual_stdi_049,2203,36a49996f8f83db14dde71efdb42e5d0,Scottish accountancy firm expands forensic team to build specialist capacity,description,A SCOTTISH chartered accountancy firm has appointed a new head of forensic accounting which builds on the continued growth of its specialist advisory services. Henderson Loggie has chosen Christine Rolland as its new forensic accounting head after being part of the firm as a director for six years of her 17 years in the industry. [...] The post Scottish accountancy firm expands forensic team to build specialist capacity appeared first on Deadline News .,subtopic_drift,Subtopic,"Keep the main theme and central actors, but shift the article's focus to a different relevant subtopic or angle.",,not_requested,,,,pending,
manual_stdi_050,1797,2f87aaf855a20e6c87d9e953cf04cfcc,"Salim Touaibi guilty in drive-by shooting of Montreal teen, Bouadi acquitted",description,"MONTREAL — Salim Touaibi has been found guilty of first-degree murder and four counts of attempted murder in the drive-by shooting of a teenager in Montreal in 2021. His co-accused, Aymane Bouadi, who was inside the car when Touaibi fired the shots, has been acquitted of all charges. The Superior Court trial heard that Meriem The post Salim Touaibi guilty in drive-by shooting of Montreal teen, Bouadi acquitted appeared first on Medicine Hat News .",entity_drift,Central entity,"Keep the main theme and the key relations, but replace one central person, organization, place, or group with a different plausible entity.",,not_requested,,,,pending,
